id,Hardness
6573,327.0
6574,81.0
6575,71.0
6576,490.0
6577,370.0
6578,200.0
6579,220.0
6580,313.0
6581,57.0
6582,82.0
6583,260.0
6584,82.0
6585,179.0
6586,77.0
6587,306.0
6588,170.0
6589,82.0
6590,335.0
6591,110.0
6592,150.0
6593,247.0
6594,190.0
6595,240.0
6596,200.0
6597,387.0
6598,110.0
6599,9.4
6600,142.0
6601,42.4
6602,450.0
6603,380.0
6604,330.0
6605,100.0
6606,100.0
6607,250.0
6608,57.0
6609,230.0
6610,170.0
6611,130.0
6612,530.0
6613,140.0
6614,280.0
6615,400.0
6616,370.0
6617,80.0
6618,290.0
6619,190.0
6620,100.0
6621,296.0
6622,100.0
6623,230.0
6624,245.0
6625,195.0
6626,412.0
6627,100.0
6628,540.0
6629,280.0
6630,159.8
6631,530.0
6632,94.0
6633,194.0
6634,91.0
6635,190.0
6636,120.0
6637,30.0
6638,160.0
6639,534.0
6640,180.0
6641,83.6
6642,190.0
6643,160.0
6644,110.0
6645,200.0
6646,97.9
6647,94.0
6648,344.0
6649,124.0
6650,380.0
6651,184.0
6652,110.0
6653,332.0
6654,140.0
6655,60.0
6656,100.0
6657,47.1
6658,140.0
6659,340.0
6660,98.0
6661,268.0
6662,93.0
6663,310.0
6664,27.0
6665,432.0
6666,239.0
6667,170.0
6668,159.0
6669,117.0
6670,208.0
6671,191.0
6672,390.0
6673,530.0
6674,120.0
6675,173.0
6676,330.0
6677,260.0
6678,110.0
6679,534.0
6680,160.0
6681,174.0
6682,69.0
6683,390.0
6684,136.0
6685,150.0
6686,230.0
6687,80.0
6688,150.0
6689,120.0
6690,200.0
6691,282.0
6692,245.0
6693,142.0
6694,83.0
6695,34.0
6696,176.0
6697,256.0
6698,72.0
6699,260.0
6700,254.0
6701,247.0
6702,404.0
6703,306.0
6704,159.0
6705,130.0
6706,140.0
6707,317.0
6708,64.0
6709,344.0
6710,32.0
6711,110.0
6712,367.0
6713,353.0
6714,390.0
6715,110.0
6716,417.0
6717,158.8
6718,130.0
6719,180.0
6720,654.0
6721,168.0
6722,65.0
6723,110.0
6724,240.0
6725,120.0
6726,63.0
6727,477.0
6728,75.0
6729,364.0
6730,181.0
6731,170.0
6732,340.0
6733,65.0
6734,3.5
6735,120.0
6736,140.0
6737,110.0
6738,32.0
6739,61.0
6740,120.0
6741,178.0
6742,150.0
6743,457.0
6744,33.0
6745,69.0
6746,80.0
6747,107.0
6748,80.0
6749,121.0
6750,200.0
6751,464.0
6752,259.0
6753,83.0
6754,570.0
6755,665.0
6756,534.0
6757,220.0
6758,711.0
6759,110.0
6760,120.0
6761,200.0
6762,130.0
6763,200.0
6764,70.0
6765,683.0
6766,84.4
6767,120.0
6768,22.0
6769,379.0
6770,1060.0
6771,164.0
6772,190.0
6773,146.0
6774,450.0
6775,244.0
6776,76.0
6777,478.0
6778,720.0
6779,170.0
6780,316.0
6781,180.0
6782,90.0
6783,98.0
6784,160.0
6785,120.0
6786,150.0
6787,170.0
6788,200.0
6789,390.0
6790,420.0
6791,421.0
6792,92.0
6793,170.0
6794,29.0
6795,27.0
6796,130.0
6797,56.4
6798,42.0
6799,240.0
6800,222.0
6801,160.0
6802,136.0
6803,597.0
6804,220.0
6805,170.0
6806,678.0
6807,91.0
6808,258.0
6809,120.0
6810,370.0
6811,28.0
6812,260.0
6813,120.0
6814,170.0
6815,300.0
6816,530.0
6817,278.0
6818,240.0
6819,110.0
6820,130.0
6821,93.0
6822,70.0
6823,240.0
6824,368.0
6825,81.0
6826,230.0
6827,150.0
6828,320.0
6829,110.0
6830,138.0
6831,71.0
6832,143.0
6833,187.0
6834,130.0
6835,280.0
6836,390.0
6837,130.0
6838,180.0
6839,72.0
6840,1100.0
6841,220.0
6842,410.0
6843,493.0
6844,130.0
6845,390.0
6846,170.0
6847,75.0
6848,320.0
6849,231.0
6850,100.0
6851,140.0
6852,35.7
6853,22.0
6854,142.0
6855,300.0
6856,333.0
6857,315.0
6858,270.0
6859,390.0
6860,210.0
6861,83.0
6862,100.0
6863,270.0
6864,201.0
6865,260.0
6866,110.0
6867,410.0
6868,240.0
6869,220.0
6870,42.4
6871,220.0
6872,300.0
6873,313.0
6874,170.0
6875,180.0
6876,291.0
6877,140.0
6878,460.0
6879,210.0
6880,190.0
6881,500.0
6882,140.0
6883,38.0
6884,80.0
6885,124.0
6886,230.0
6887,23.0
6888,280.0
6889,30.0
6890,130.0
6891,180.0
6892,161.0
6893,50.0
6894,310.0
6895,25.0
6896,110.0
6897,250.0
6898,280.0
6899,280.0
6900,236.0
6901,263.0
6902,48.0
6903,160.0
6904,143.0
6905,280.0
6906,110.0
6907,170.0
6908,30.0
6909,180.0
6910,90.0
6911,177.0
6912,240.0
6913,45.0
6914,180.0
6915,110.0
6916,160.0
6917,140.0
6918,140.0
6919,650.0
6920,82.0
6921,210.0
6922,237.0
6923,380.0
6924,210.0
6925,240.0
6926,385.0
6927,226.0
6928,170.0
6929,51.0
6930,420.0
6931,230.0
6932,390.0
6933,168.0
6934,160.0
6935,189.0
6936,129.0
6937,349.0
6938,220.0
6939,75.0
6940,81.0
6941,46.0
6942,270.0
6943,500.0
6944,160.0
6945,221.2
6946,59.0
6947,234.0
6948,326.0
6949,159.0
6950,292.0
6951,83.0
6952,94.0
6953,76.0
6954,390.0
6955,130.0
6956,42.0
6957,140.0
6958,140.0
6959,68.0
6960,94.0
6961,140.0
6962,290.0
6963,130.0
6964,752.0
6965,677.0
6966,91.0
6967,180.0
6968,140.0
6969,150.0
6970,160.0
6971,408.0
6972,20.7
6973,63.0
6974,404.0
6975,110.0
6976,91.0
6977,164.0
6978,230.0
6979,120.0
6980,110.0
6981,150.0
6982,140.0
6983,120.0
6984,43.0
6985,140.0
6986,683.0
6987,187.0
6988,310.0
6989,290.0
6990,230.0
6991,310.0
6992,82.0
6993,190.0
6994,265.0
6995,97.9
6996,220.0
6997,83.0
6998,130.0
6999,1100.0
7000,100.0
7001,63.0
7002,120.0
7003,230.0
7004,160.0
7005,440.0
7006,150.0
7007,100.0
7008,200.0
7009,77.0
7010,480.0
7011,260.0
7012,289.0
7013,110.0
7014,87.0
7015,350.0
7016,110.0
7017,79.0
7018,210.0
7019,230.0
7020,240.0
7021,200.0
7022,27.0
7023,112.0
7024,459.0
7025,70.0
7026,485.0
7027,850.0
7028,92.0
7029,100.0
7030,120.0
7031,340.0
7032,634.0
7033,180.0
7034,78.3
7035,390.0
7036,140.0
7037,61.0
7038,230.0
7039,170.0
7040,231.0
7041,110.0
7042,51.0
7043,110.0
7044,160.0
7045,46.0
7046,530.0
7047,100.0
7048,350.0
7049,468.0
7050,43.2
7051,130.0
7052,49.0
7053,720.0
7054,490.0
7055,242.0
7056,485.0
7057,150.0
7058,180.0
7059,150.0
7060,240.0
7061,76.0
7062,200.0
7063,160.0
7064,290.0
7065,490.0
7066,260.0
7067,250.0
7068,200.0
7069,446.0
7070,260.0
7071,378.0
7072,180.0
7073,170.0
7074,97.0
7075,43.0
7076,40.0
7077,380.0
7078,521.0
7079,170.0
7080,240.0
7081,370.0
7082,520.0
7083,42.0
7084,343.7
7085,170.0
7086,140.0
7087,220.0
7088,37.0
7089,190.0
7090,260.0
7091,320.0
7092,340.0
7093,280.0
7094,140.0
7095,190.0
7096,122.0
7097,87.0
7098,707.0
7099,120.0
7100,137.0
7101,300.0
7102,441.0
7103,220.0
7104,190.0
7105,120.0
7106,391.0
7107,260.0
7108,419.0
7109,440.0
7110,130.0
7111,327.0
7112,289.0
7113,71.0
7114,480.0
7115,260.0
7116,59.0
7117,200.0
7118,187.0
7119,490.0
7120,140.0
7121,350.0
7122,332.0
7123,490.0
7124,72.0
7125,1193.0
7126,267.24
7127,180.0
7128,134.0
7129,110.0
7130,159.0
7131,35.0
7132,150.0
7133,249.0
7134,360.0
7135,493.0
7136,190.0
7137,154.0
7138,52.5
7139,274.0
7140,260.0
7141,220.0
7142,120.0
7143,350.0
7144,280.0
7145,91.0
7146,38.0
7147,22.0
7148,29.0
7149,59.0
7150,190.0
7151,280.0
7152,37.0
7153,260.0
7154,300.0
7155,381.0
7156,117.0
7157,190.0
7158,140.0
7159,330.0
7160,280.0
7161,470.0
7162,37.0
7163,220.0
7164,499.0
7165,110.0
7166,210.0
7167,170.0
7168,88.0
7169,82.0
7170,140.0
7171,250.0
7172,530.0
7173,290.0
7174,230.0
7175,260.0
7176,95.0
7177,71.0
7178,77.0
7179,250.0
7180,160.0
7181,73.0
7182,120.0
7183,102.0
7184,27.0
7185,200.0
7186,420.0
7187,223.0
7188,120.0
7189,55.0
7190,43.0
7191,744.0
7192,301.0
7193,61.0
7194,187.0
7195,250.0
7196,240.0
7197,64.0
7198,267.24
7199,130.0
7200,140.0
7201,83.6
7202,205.0
7203,180.0
7204,664.0
7205,210.0
7206,240.0
7207,170.0
7208,67.2
7209,230.0
7210,22.0
7211,64.0
7212,75.0
7213,250.0
7214,220.0
7215,140.0
7216,432.0
7217,130.0
7218,143.0
7219,260.0
7220,223.0
7221,310.0
7222,244.0
7223,87.0
7224,100.0
7225,420.0
7226,210.0
7227,180.0
7228,516.0
7229,160.0
7230,313.0
7231,130.0
7232,301.0
7233,140.0
7234,244.0
7235,200.0
7236,100.0
7237,110.0
7238,319.0
7239,104.0
7240,184.0
7241,120.0
7242,327.0
7243,230.0
7244,300.0
7245,110.0
7246,410.0
7247,12.0
7248,280.0
7249,180.0
7250,65.0
7251,285.0
7252,110.0
7253,280.0
7254,91.0
7255,210.0
7256,450.0
7257,230.0
7258,180.0
7259,84.0
7260,130.0
7261,580.0
7262,97.6
7263,22.0
7264,227.0
7265,220.0
7266,250.0
7267,160.0
7268,120.0
7269,76.0
7270,85.0
7271,299.753
7272,470.0
7273,59.0
7274,100.0
7275,88.0
7276,257.0
7277,277.0
7278,289.0
7279,130.0
7280,340.0
7281,520.0
7282,98.0
7283,522.0
7284,610.0
7285,289.0
7286,130.0
7287,140.0
7288,83.0
7289,150.0
7290,400.0
7291,150.0
7292,330.0
7293,410.0
7294,100.0
7295,310.0
7296,300.0
7297,190.0
7298,76.0
7299,113.0
7300,140.0
7301,160.0
7302,60.0
7303,327.0
7304,170.0
7305,52.5
7306,262.0
7307,290.0
7308,300.0
7309,180.0
7310,140.0
7311,82.0
7312,160.0
7313,74.0
7314,226.0
7315,320.0
7316,180.0
7317,190.0
7318,130.0
7319,318.0
7320,65.0
7321,63.0
7322,93.0
7323,64.0
7324,164.0
7325,201.0
7326,300.0
7327,110.0
7328,155.0
7329,310.0
7330,205.0
7331,310.0
7332,230.0
7333,150.0
7334,93.0
7335,63.0
7336,84.0
7337,160.0
7338,910.0
7339,138.0
7340,270.0
7341,173.0
7342,382.0
7343,160.0
7344,320.0
7345,610.0
7346,700.0
7347,340.0
7348,94.0
7349,53.0
7350,67.2
7351,310.0
7352,606.0
7353,192.0
7354,93.0
7355,260.0
7356,170.0
7357,62.0
7358,150.0
7359,330.0
7360,140.0
7361,340.0
7362,110.0
7363,480.0
7364,240.0
7365,176.0
7366,90.0
7367,63.0
7368,314.0
7369,100.0
7370,380.0
7371,110.0
7372,130.0
7373,97.0
7374,540.0
7375,280.0
7376,71.0
7377,100.0
7378,42.0
7379,150.0
7380,38.0
7381,38.0
7382,174.0
7383,250.0
7384,270.0
7385,380.0
7386,410.0
7387,63.0
7388,180.0
7389,260.0
7390,100.0
7391,197.0
7392,634.0
7393,160.0
7394,199.0
7395,483.0
7396,190.0
7397,262.2
7398,240.0
7399,123.0
7400,67.0
7401,384.0
7402,110.0
7403,90.0
7404,130.0
7405,310.0
7406,71.0
7407,100.0
7408,289.0
7409,208.0
7410,635.0
7411,282.038
7412,22.0
7413,86.6
7414,340.0
7415,244.0
7416,410.0
7417,200.0
7418,230.0
7419,570.0
7420,495.0
7421,635.0
7422,210.0
7423,180.0
7424,76.0
7425,57.9
7426,257.0
7427,189.3
7428,490.0
7429,163.0
7430,180.0
7431,72.0
7432,110.0
7433,260.0
7434,560.0
7435,180.0
7436,350.0
7437,48.0
7438,502.0
7439,91.0
7440,340.0
7441,94.0
7442,94.0
7443,51.0
7444,74.0
7445,190.0
7446,360.0
7447,676.0
7448,80.0
7449,532.0
7450,300.0
7451,230.0
7452,45.0
7453,87.0
7454,454.0
7455,170.0
7456,81.0
7457,98.0
7458,34.9
7459,13.0
7460,96.0
7461,486.0
7462,240.0
7463,310.0
7464,120.0
7465,38.0
7466,340.0
7467,59.0
7468,100.0
7469,312.0
7470,200.0
7471,94.0
7472,180.0
7473,260.0
7474,450.0
7475,520.0
7476,230.0
7477,330.0
7478,400.0
7479,420.0
7480,260.0
7481,160.0
7482,260.0
7483,140.0
7484,250.0
7485,170.0
7486,106.0
7487,254.0
7488,200.0
7489,43.0
7490,227.0
7491,270.0
7492,220.0
7493,240.0
7494,65.0
7495,280.0
7496,160.0
7497,198.0
7498,720.0
7499,160.0
7500,260.0
7501,32.0
7502,84.0
7503,79.0
7504,59.0
7505,57.0
7506,77.0
7507,130.0
7508,56.0
7509,63.0
7510,400.0
7511,223.0
7512,190.0
7513,396.0
7514,160.0
7515,125.0
7516,267.0
7517,120.0
7518,130.0
7519,314.0
7520,130.0
7521,205.0
7522,230.0
7523,57.0
7524,120.0
7525,310.0
7526,199.0
7527,318.0
7528,140.0
7529,240.0
7530,233.0
7531,47.1
7532,38.4
7533,58.0
7534,172.0
7535,180.0
7536,29.0
7537,282.038
7538,401.0
7539,380.0
7540,110.0
7541,443.0
7542,650.0
7543,390.0
7544,110.0
7545,240.0
7546,190.0
7547,310.0
7548,63.0
7549,110.0
7550,130.0
7551,340.0
7552,55.0
7553,400.0
7554,180.0
7555,130.0
7556,192.0
7557,360.0
7558,120.0
7559,55.0
7560,383.0
7561,150.0
7562,554.0
7563,243.499
7564,71.0
7565,110.0
7566,300.0
7567,170.0
7568,67.0
7569,310.0
7570,486.0
7571,460.0
7572,360.0
7573,112.0
7574,200.0
7575,110.0
7576,146.0
7577,130.0
7578,260.0
7579,230.0
7580,272.0
7581,413.0
7582,190.0
7583,200.0
7584,160.0
7585,270.0
7586,196.0
7587,130.0
7588,350.0
7589,360.0
7590,110.0
7591,300.0
7592,578.0
7593,160.0
7594,490.0
7595,1400.0
7596,120.0
7597,190.0
7598,180.0
7599,140.0
7600,190.0
7601,720.0
7602,180.0
7603,181.0
7604,91.0
7605,501.0
7606,369.0
7607,200.0
7608,430.0
7609,210.0
7610,56.0
7611,280.0
7612,350.0
7613,124.0
7614,180.0
7615,530.0
7616,130.0
7617,240.0
7618,240.0
7619,482.0
7620,127.0
7621,478.0
7622,130.0
7623,802.0
7624,677.0
7625,210.0
7626,260.0
7627,340.0
7628,146.0
7629,210.0
7630,240.0
7631,140.0
7632,110.0
7633,260.0
7634,160.0
7635,71.0
7636,128.0
7637,130.0
7638,78.0
7639,170.0
7640,190.0
7641,319.0
7642,360.0
7643,310.0
7644,410.0
7645,220.0
7646,173.0
7647,120.0
7648,164.0
7649,160.0
7650,79.0
7651,250.0
7652,170.0
7653,184.0
7654,48.0
7655,174.0
7656,250.0
7657,180.0
7658,440.0
7659,534.0
7660,440.0
7661,270.0
7662,390.0
7663,130.0
7664,260.0
7665,140.0
7666,200.0
7667,250.0
7668,150.0
7669,230.0
7670,27.0
7671,87.0
7672,34.0
7673,432.0
7674,530.0
7675,150.0
7676,230.0
7677,130.0
7678,270.0
7679,220.0
7680,180.0
7681,250.0
7682,577.0
7683,340.0
7684,190.0
7685,240.0
7686,167.0
7687,74.0
7688,130.0
7689,59.0
7690,83.7
7691,140.0
7692,84.0
7693,350.0
7694,454.0
7695,203.0
7696,170.0
7697,240.0
7698,120.0
7699,210.0
7700,280.0
7701,201.0
7702,200.0
7703,42.0
7704,57.0
7705,230.0
7706,318.0
7707,184.0
7708,390.0
7709,123.0
7710,910.0
7711,110.0
7712,66.0
7713,170.0
7714,170.0
7715,140.0
7716,50.0
7717,699.0
7718,160.0
7719,220.0
7720,260.0
7721,170.0
7722,160.0
7723,300.0
7724,246.0
7725,477.0
7726,65.0
7727,510.0
7728,600.0
7729,110.0
7730,270.0
7731,160.0
7732,190.0
7733,210.0
7734,230.0
7735,520.0
7736,290.0
7737,130.0
7738,47.0
7739,79.0
7740,170.0
7741,530.0
7742,170.0
7743,79.0
7744,970.0
7745,43.2
7746,88.0
7747,440.0
7748,47.0
7749,180.0
7750,446.0
7751,170.0
7752,72.0
7753,180.0
7754,540.0
7755,170.0
7756,490.0
7757,92.8
7758,170.0
7759,321.0
7760,559.0
7761,211.0
7762,160.0
7763,290.0
7764,100.0
7765,260.0
7766,160.0
7767,290.0
7768,82.0
7769,180.0
7770,42.4
7771,48.0
7772,41.0
7773,290.0
7774,110.0
7775,160.0
7776,249.0
7777,130.0
7778,310.0
7779,240.0
7780,380.0
7781,54.0
7782,316.0
7783,120.0
7784,180.0
7785,19.1
7786,220.0
7787,80.0
7788,47.0
7789,290.0
7790,194.0
7791,66.0
7792,200.0
7793,110.0
7794,280.0
7795,200.0
7796,217.0
7797,139.0
7798,86.0
7799,210.0
7800,116.0
7801,230.0
7802,260.0
7803,81.0
7804,68.0
7805,320.0
7806,211.0
7807,120.0
7808,140.0
7809,320.0
7810,270.0
7811,140.0
7812,98.0
7813,340.0
7814,160.0
7815,86.0
7816,170.0
7817,132.0
7818,600.0
7819,127.0
7820,65.0
7821,258.0
7822,164.0
7823,250.0
7824,259.0
7825,310.0
7826,69.0
7827,327.0
7828,170.0
7829,72.0
7830,300.0
7831,485.0
7832,100.0
7833,29.0
7834,369.0
7835,170.0
7836,105.0
7837,42.8
7838,110.0
7839,240.0
7840,90.0
7841,443.0
7842,41.0
7843,130.0
7844,62.1
7845,365.0
7846,270.0
7847,176.0
7848,641.0
7849,68.0
7850,420.0
7851,170.0
7852,34.0
7853,520.0
7854,310.0
7855,250.0
7856,220.0
7857,670.0
7858,260.0
7859,330.0
7860,170.0
7861,110.0
7862,87.0
7863,130.0
7864,254.0
7865,160.0
7866,31.0
7867,310.0
7868,460.0
7869,580.0
7870,62.0
7871,140.0
7872,301.0
7873,240.0
7874,230.0
7875,130.0
7876,68.0
7877,654.0
7878,300.0
7879,164.0
7880,190.0
7881,37.0
7882,200.0
7883,390.0
7884,56.0
7885,140.0
7886,410.0
7887,120.0
7888,570.0
7889,130.0
7890,32.0
7891,583.0
7892,257.0
7893,110.0
7894,91.0
7895,277.0
7896,123.0
7897,454.0
7898,121.0
7899,91.0
7900,280.0
7901,130.0
7902,490.0
7903,29.0
7904,210.0
7905,120.0
7906,280.0
7907,150.0
7908,150.0
7909,230.0
7910,670.0
7911,170.0
7912,260.0
7913,120.0
7914,79.0
7915,180.0
7916,85.0
7917,210.0
7918,160.0
7919,120.0
7920,390.0
7921,310.0
7922,50.0
7923,420.0
7924,54.0
7925,110.0
7926,130.0
7927,177.0
7928,260.0
7929,170.0
7930,170.0
7931,260.0
7932,358.0
7933,260.0
7934,240.0
7935,170.0
7936,380.0
7937,260.0
7938,160.0
7939,260.0
7940,137.0
7941,374.0
7942,220.0
7943,85.0
7944,90.4
7945,390.0
7946,61.2
7947,103.0
7948,130.0
7949,316.0
7950,214.0
7951,120.0
7952,83.0
7953,740.0
7954,220.0
7955,180.0
7956,171.1
7957,150.0
7958,380.0
7959,75.0
7960,520.0
7961,122.0
7962,320.0
7963,140.0
7964,38.9
7965,156.0
7966,260.0
7967,230.0
7968,270.0
7969,320.0
7970,172.0
7971,259.0
7972,170.0
7973,110.0
7974,180.0
7975,570.0
7976,140.0
7977,116.0
7978,270.0
7979,100.0
7980,250.0
7981,150.0
7982,221.2
7983,250.0
7984,246.0
7985,250.0
7986,120.0
7987,130.0
7988,329.0
7989,150.0
7990,100.0
7991,460.0
7992,110.0
7993,52.5
7994,256.0
7995,280.0
7996,96.0
7997,53.0
7998,180.0
7999,267.0
8000,180.0
